,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
POSITIVE REGULATION OF INTEGRIN ACTIVATION,GOBP,GO:0033625,0,0,0,0,0,0,0,0,1.638577808,0,0,0,0,1.758025003
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,GOBP,GO:0072593,0,0,0,0,0,0,0,0,2.446931948,0,5.017923713,0,0,0
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION,GOBP,GO:0045841,0,0,0,0,0,0,0,0,0,0,1.414665376,0,0,1.900679773
POSITIVE REGULATION OF ASTROCYTE DIFFERENTIATION,GOBP,GO:0048711,0,0,0,0,0,0,0,0,1.565635328,0,0,1.67367871,0,0
REGULATION OF ACTIN FILAMENT POLYMERIZATION,GOBP,GO:0030833,0,0,0,0,0,0,0,0,1.487054786,0,0,6.799343328,0,0
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT,GOBP,GO:0021954,0,0,0,0,0,1.938667854,0,0,1.433357142,0,0,0,0,0
ENAMEL MINERALIZATION,GOBP,GO:0070166,0,0,2.164678088,0,0,0,0,0,0,0,0,3.89088036,0,0
POSITIVE REGULATION OF CHROMOSOME SEGREGATION,GOBP,GO:0051984,0,0,0,0,0,0,0,0,3.036234694,0,0,1.488880364,0,0
NEGATIVE REGULATION OF CELLULAR SENESCENCE,GOBP,GO:2000773,0,0,1.380228604,0,0,0,0,0,0,0,0,4.736996521,0,0
TRANS-SYNAPTIC SIGNALING,GOBP,GO:0099537,0,0,0,0,0,0,1.685996465,0,0,0,0,1.675596608,0,0
REGULATION OF CELL ADHESION MOLECULE PRODUCTION,GOBP,GO:0060353,0,0,0,0,0,0,0,0,2.955329508,0,0,0,0,3.139497865
REGULATION OF INTERLEUKIN-17 PRODUCTION,GOBP,GO:0032660,0,0,0,0,0,0,0,0,3.036234694,0,2.076327504,0,0,0
NEGATIVE REGULATION OF NECROPTOTIC PROCESS,GOBP,GO:0060546,0,1.637790768,0,0,0,0,0,0,0,0,0,1.576391191,0,0
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE,GOBP,GO:1902100,0,0,0,0,0,0,0,0,0,0,1.355802244,0,0,1.812323249
RESPONSE TO ALKALOID,GOBP,GO:0043279,0,0,0,0,0,0,0,0,0,0,0,3.173799977,0,2.516584889
ENDOTHELIAL CELL CHEMOTAXIS,GOBP,GO:0035767,0,0,0,0,0,0,0,0,0,1.532623908,0,0,1.986901638,0
REGULATION OF CENTRIOLE REPLICATION,GOBP,GO:0046599,0,0,0,0,0,0,0,0,0,0,0,1.611513894,1.33040537,0
REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY,GOBP,GO:0031664,0,0,0,0,0,0,0,0,0,0,1.478880437,1.484515645,0,0
POSITIVE REGULATION OF BONE RESORPTION,GOBP,GO:0045780,0,0,0,0,0,0,0,0,3.17312437,0,0,1.834325167,0,0
CHEMOSENSORY BEHAVIOR,GOBP,GO:0007635,0,0,0,0,0,0,0,0,1.438579844,0,0,0,0,1.555501352
RIBONUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,GOBP,GO:0033875,1.536974188,0,0,0,0,0,0,0,0,0,0,0,0,1.391781828
NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY,GOBP,GO:0060339,0,0,0,0,0,0,0,0,0,0,0,0,1.447627887,1.308295841
I-KAPPAB PHOSPHORYLATION,GOBP,GO:0007252,0,0,0,0,0,0,0,0,1.565635328,0,2.059400681,0,0,0
ASYMMETRIC CELL DIVISION,GOBP,GO:0008356,0,0,0,0,0,0,1.951801026,0,0,0,0,2.216368372,0,0
UTP METABOLIC PROCESS,GOBP,GO:0046051,0,0,0,0,0,0,0,0,0,0,0,2.603114451,0,5.780471239
RESPONSE TO COPPER ION,GOBP,GO:0046688,0,0,0,0,0,0,0,0,1.848760088,0,0,2.850894847,0,0
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,GOBP,GO:2000108,0,0,1.379393859,0,0,0,0,0,0,0,0,4.480238356,0,0
T CELL MIGRATION,GOBP,GO:0072678,0,0,0,0,0,0,2.207987256,0,2.517658099,0,0,0,0,0
REGULATION OF AXON REGENERATION,GOBP,GO:0048679,0,0,0,0,0,0,0,0,0,0,1.414665376,2.756193577,0,0
NEGATIVE REGULATION OF FATTY ACID OXIDATION,GOBP,GO:0046322,1.30243574,0,0,0,0,0,0,0,0,0,0,0,1.829614852,0
NEGATIVE REGULATION OF B CELL ACTIVATION,GOBP,GO:0050869,0,0,2.506219707,0,0,0,0,0,2.207242456,0,0,0,0,0
REGULATION OF GASTRIC ACID SECRETION,GOBP,GO:0060453,0,0,1.466857121,0,0,0,0,0,2.955329508,0,0,0,0,0
POST-EMBRYONIC ANIMAL MORPHOGENESIS,GOBP,GO:0009886,0,0,0,0,0,0,0,0,0,0,2.059400681,0,0,1.684237518
POSITIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE,GOBP,GO:1900103,0,1.637790768,0,0,0,0,0,0,0,0,0,0,1.761577446,0
NEGATIVE REGULATION OF CARDIAC MUSCLE TISSUE GROWTH,GOBP,GO:0055022,0,0,0,0,0,0,0,0,1.877628924,0,0,1.546137387,0,0
INORGANIC ION IMPORT ACROSS PLASMA MEMBRANE,GOBP,GO:0099587,0,0,0,0,0,0,0,0,0,0,0,2.915787102,2.666727552,0
ESTABLISHMENT OF EPITHELIAL CELL APICAL/BASAL POLARITY,GOBP,GO:0045198,0,0,0,0,0,0,0,0,0,0,0,3.852660683,1.538125501,0
NOSE DEVELOPMENT,GOBP,GO:0043584,0,0,0,0,0,2.604342165,0,0,1.382635075,0,0,0,0,0
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT,GOBP,GO:0048566,0,0,1.586421389,0,2.101384139,0,0,0,0,0,0,0,0,0
"REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL PROLIFERATION",GOBP,GO:2000561,0,0,0,0,0,0,0,0,0,1.454708473,0,1.67367871,0,0
"DNA-TEMPLATED TRANSCRIPTION, ELONGATION",GOBP,GO:0006354,0,0,0,0,0,0,0,0,0,0,0,1.727620849,0,3.170198567
NUCLEAR BODY ORGANIZATION,GOBP,GO:0030575,0,0,0,0,0,0,0,0,0,0,1.926744953,1.488262043,0,0
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR,GOBP,GO:0006283,0,0,0,0,0,0,0,0,0,0,0,2.910433625,0,5.032725475
NEGATIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS,GOBP,GO:2000059,0,0,0,0,0,0,0,0,0,0,2.55358007,3.778296777,0,0
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY,GOBP,GO:0045746,0,0,0,0,0,0,0,0,1.303366109,0,0,1.354025517,0,0
REGULATION OF ANION CHANNEL ACTIVITY,GOBP,GO:0010359,0,0,0,0,0,0,0,0,2.955329508,1.532623908,0,0,0,0
SPECIFICATION OF SYMMETRY,GOBP,GO:0009799,0,0,0,0,0,0,0,0,1.733249537,0,0,1.960464515,0,0
NEPHRIC DUCT MORPHOGENESIS,GOBP,GO:0072178,0,0,0,1.766465475,0,0,0,0,0,1.532623908,0,0,0,0
INTERLEUKIN-35-MEDIATED SIGNALING PATHWAY,GOBP,GO:0070757,0,0,0,0,1.646051291,0,1.580866217,0,0,0,0,0,0,0
SPONGIOTROPHOBLAST LAYER DEVELOPMENT,GOBP,GO:0060712,0,0,0,0,0,0,0,0,0,1.420578836,0,0,1.761577446,0
SERTOLI CELL DIFFERENTIATION,GOBP,GO:0060008,0,0,0,0,0,0,0,0,0,0,0,1.407908195,1.641491093,0
REGULATION OF INTERLEUKIN-4 PRODUCTION,GOBP,GO:0032673,0,0,1.464281186,0,0,0,0,0,3.156708414,0,0,0,0,0
NEGATIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS,GOBP,GO:0010656,0,0,0,0,0,0,0,0,0,0,0,4.504711905,2.7578275,0
MUCOPOLYSACCHARIDE METABOLIC PROCESS,GOBP,GO:1903510,1.312986612,0,0,0,0,0,2.165666825,0,0,0,0,0,0,0
PYRIDINE NUCLEOTIDE METABOLIC PROCESS,GOBP,GO:0019362,0,0,0,0,0,0,0,0,0,0,0,0,3.361699641,1.691813838
MEMBRANE PROTEIN INTRACELLULAR DOMAIN PROTEOLYSIS,GOBP,GO:0031293,0,0,0,0,0,0,0,0,6.535840027,0,0,1.611513894,0,0
PURINE NUCLEOSIDE METABOLIC PROCESS,GOBP,GO:0042278,0,0,0,0,0,0,0,0,0,0,0,2.341310607,0,2.562767297
ACTIVATION OF GTPASE ACTIVITY,GOBP,GO:0090630,0,1.599251205,0,0,0,0,0,0,0,0,0,1.453190168,0,0
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS,GOBP,GO:0006521,0,0,0,0,0,0,0,0,0,0,0,2.318284282,1.754838018,0
NEGATIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,GOBP,GO:1902306,0,0,0,0,0,0,0,0,0,0,0,3.483604951,3.002250016,0
MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,GOBP,GO:0033598,0,0,1.466857121,0,0,0,0,0,0,0,0,2.939472078,0,0
AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,GOBP,GO:0042987,0,0,0,0,0,0,0,0,5.082005655,0,0,1.488262043,0,0
NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,GOBP,GO:0033865,1.536974188,0,0,0,0,0,0,0,0,0,0,0,0,1.391781828
CELL-SUBSTRATE JUNCTION ASSEMBLY,GOBP,GO:0007044,0,1.926387221,0,0,0,0,0,0,0,0,0,0,1.518272624,0
NEGATIVE REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS,GOBP,GO:1903363,0,0,0,0,0,0,0,0,0,0,4.238067953,4.147311236,0,0
LABYRINTHINE LAYER DEVELOPMENT,GOBP,GO:0060711,0,0,0,0,0,0,0,0,0,0,0,2.783513227,1.492571719,0
ALPHA-BETA T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002287,0,0,0,0,0,0,0,0,1.528637587,0,0,1.697073155,0,0
DEMETHYLATION,GOBP,GO:0070988,1.770616352,0,0,0,1.909835282,0,0,0,0,0,0,0,0,0
ACTIN FILAMENT BUNDLE ORGANIZATION,GOBP,GO:0061572,0,1.428545916,0,0,0,0,0,0,0,0,0,1.46766711,0,0
ICOSANOID METABOLIC PROCESS,GOBP,GO:0006690,0,1.56651889,0,0,0,0,0,0,0,1.330590508,0,0,0,0
REGULATION OF MITOPHAGY,GOBP,GO:1901524,0,0,0,0,0,0,0,0,0,0,0,3.550373901,1.447627887,0
NEGATIVE REGULATION OF MRNA METABOLIC PROCESS,GOBP,GO:1903312,0,0,0,0,0,0,0,0,0,0,0,3.860404509,0,1.611260944
LOCALIZATION WITHIN MEMBRANE,GOBP,GO:0051668,0,0,0,0,0,0,0,0,1.87945887,0,0,3.077011669,0,0
ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002293,0,0,0,0,0,0,0,0,1.528637587,0,0,1.697073155,0,0
V(D)J RECOMBINATION,GOBP,GO:0033151,0,0,0,0,0,0,1.664817139,0,0,0,0,1.919240122,0,0
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,GOBP,GO:1903055,0,0,0,1.961313483,0,0,0,0,0,0,0,2.951000424,0,0
POSITIVE REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORT,GOBP,GO:1901381,0,0,0,0,0,0,0,0,2.787961435,0,0,3.158031973,0,0
REGULATION OF MACROPHAGE CHEMOTAXIS,GOBP,GO:0010758,0,0,0,0,0,0,0,0,0,0,0,2.666178136,3.093147392,0
POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS,GOBP,GO:0090208,0,0,1.669370679,0,0,0,0,0,0,0,0,0,0,2.104031598
REGULATION OF KERATINOCYTE DIFFERENTIATION,GOBP,GO:0045616,0,0,0,0,0,0,0,0,1.848760088,0,0,2.850894847,0,0
MONONUCLEAR CELL PROLIFERATION,GOBP,GO:0032943,0,0,0,0,0,0,0,0,0,0,1.842115702,3.208176421,0,0
NEGATIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,GOBP,GO:1905331,0,0,0,0,0,0,1.951801026,0,0,0,0,3.153186906,0,0
7-METHYLGUANOSINE MRNA CAPPING,GOBP,GO:0006370,0,0,0,0,0,0,0,0,0,0,0,2.823220384,0,2.431372652
NEGATIVE REGULATION OF AXON GUIDANCE,GOBP,GO:1902668,0,0,0,0,0,0,0,0,2.517658099,0,0,1.879780414,0,0
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,GOBP,GO:2000352,0,0,0,0,0,0,0,0,3.286279329,0,0,2.346736406,0,0
REGULATION OF DENDRITIC CELL DIFFERENTIATION,GOBP,GO:2001198,0,0,0,0,0,0,0,0,0,0,1.926744953,1.488262043,0,0
POSITIVE REGULATION OF MEMBRANE INVAGINATION,GOBP,GO:1905155,0,0,0,0,0,2.026213422,0,0,2.599342458,0,0,0,0,0
SENSORY PERCEPTION OF TEMPERATURE STIMULUS,GOBP,GO:0050951,0,1.320671349,0,0,1.384741563,0,0,0,0,0,0,0,0,0
AXON REGENERATION,GOBP,GO:0031103,0,0,0,1.385844188,0,0,0,0,1.877628924,0,0,0,0,0
RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,GOBP,GO:0001836,0,0,0,0,0,0,0,0,0,0,2.655070769,0,2.316789689,0
PORE COMPLEX ASSEMBLY,GOBP,GO:0046931,0,0,0,0,0,0,0,0,0,0,1.587405412,0,1.367339758,0
EXTRACELLULAR NEGATIVE REGULATION OF SIGNAL TRANSDUCTION,GOBP,GO:1900116,0,0,0,0,0,0,0,0,1.330834323,0,0,0,1.587994202,0
CELLULAR RESPONSE TO STEROID HORMONE STIMULUS,GOBP,GO:0071383,0,0,0,0,0,0,0,0,0,0,0,9.418311965,7.37891659,0
NEGATIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION,GOBP,GO:0045605,0,0,0,0,0,0,0,0,1.499311585,0,0,1.576391191,0,0
MICROTUBULE NUCLEATION,GOBP,GO:0007020,0,0,0,0,2.126115076,0,1.370370695,0,0,0,0,0,0,0
SEGMENTATION,GOBP,GO:0035282,0,0,0,1.482146246,0,0,0,0,3.134113667,0,0,0,0,0
REPRODUCTIVE BEHAVIOR,GOBP,GO:0019098,0,0,0,0,0,0,0,1.51389518,0,0,0,1.31905424,0,0
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE,GOBP,GO:1903077,0,0,0,0,0,0,0,0,0,0,1.513284186,2.252942902,0,0
NEGATIVE REGULATION OF PHOSPHATASE ACTIVITY,GOBP,GO:0010923,0,0,0,0,0,0,0,0,3.337072774,0,0,2.574612738,0,0
MUSCLE CELL CELLULAR HOMEOSTASIS,GOBP,GO:0046716,0,0,0,0,0,0,0,0,0,0,0,0,2.437279696,4.542903846
PROTEIN COMPLEX OLIGOMERIZATION,GOBP,GO:0051259,0,0,0,0,0,0,0,0,2.343243532,0,0,0,0,1.527816502
CHROMOSOME SEGREGATION,GOBP,GO:0007059,0,0,0,0,0,0,0,0,0,0,0,2.142291488,0,3.931525391
POSITIVE REGULATION OF MAST CELL ACTIVATION,GOBP,GO:0033005,0,0,1.303338968,0,0,0,0,0,0,0,0,0,0,1.308295841
DNA BIOSYNTHETIC PROCESS,GOBP,GO:0071897,0,0,0,0,0,0,0,0,0,0,0,1.429738332,0,2.18718391
GUANOSINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS,GOBP,GO:1901070,0,0,0,0,0,0,0,0,0,0,0,2.461375853,0,4.107609956
MAST CELL DEGRANULATION,GOBP,GO:0043303,0,0,1.942981915,0,0,0,0,0,0,0,0,1.834325167,0,0
RESPONSE TO INTERLEUKIN-2,GOBP,GO:0070669,0,0,0,0,0,0,0,0,2.599342458,1.420578836,0,0,0,0
CELLULAR RESPONSE TO LEPTIN STIMULUS,GOBP,GO:0044320,0,0,0,0,0,0,0,0,0,0,0,2.640039895,1.447627887,0
TISSUE HOMEOSTASIS,GOBP,GO:0001894,0,0,0,0,0,0,0,0,0,0,0,4.333699785,3.637930632,0
VIRAL LATENCY,GOBP,GO:0019042,0,0,0,0,0,0,0,0,0,0,0,1.781912388,0,1.758025003
NEGATIVE REGULATION OF ORGANIC ACID TRANSPORT,GOBP,GO:0032891,0,0,0,0,0,0,0,0,1.931349419,0,0,0,2.316789689,0
AXO-DENDRITIC TRANSPORT,GOBP,GO:0008088,0,0,0,0,0,0,0,1.474545355,0,0,0,3.907107867,0,0
RELAXATION OF CARDIAC MUSCLE,GOBP,GO:0055119,0,0,0,0,0,0,0,0,1.438579844,0,0,4.409613793,0,0
CEREBELLUM DEVELOPMENT,GOBP,GO:0021549,0,0,0,0,0,0,0,0,3.666047019,0,0,4.05108651,0,0
REGULATION OF HYDROGEN PEROXIDE-INDUCED CELL DEATH,GOBP,GO:1903205,0,0,0,0,0,0,0,0,2.047986017,0,0,1.75512561,0,0
REGULATION OF LONG-TERM SYNAPTIC DEPRESSION,GOBP,GO:1900452,0,0,0,0,0,0,0,0,0,0,0,0,1.761577446,1.617071875
T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002292,0,0,0,0,0,0,0,0,1.458288719,0,0,1.588480665,0,0
NEGATIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION,GOBP,GO:0030837,1.341564792,0,0,0,0,0,0,0,0,0,0,1.613054536,0,0
"CHEMICAL SYNAPTIC TRANSMISSION, POSTSYNAPTIC",GOBP,GO:0099565,0,0,0,0,0,0,0,0,1.944876086,0,1.416351915,0,0,0
RESPONSE TO AMINO ACID,GOBP,GO:0043200,0,0,0,0,0,0,0,0,0,0,4.499719326,3.130373407,0,0
NEGATIVE REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY,GOBP,GO:0031665,0,0,0,0,0,0,0,0,0,1.420578836,1.99027258,0,0,0
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY,GOBP,GO:1902236,0,0,0,0,0,0,0,0,0,0,0,2.754004736,1.491455833,0
SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN AXON GUIDANCE,GOBP,GO:1902287,0,0,1.352980152,0,0,0,0,0,0,1.491864274,0,0,0,0
CELL MATURATION,GOBP,GO:0048469,0,0,0,0,1.374504089,0,0,0,1.395113811,0,0,0,0,0
REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,GOBP,GO:1905562,0,0,0,0,0,0,0,0,3.083723215,0,0,3.414748814,0,0
SODIUM-INDEPENDENT ORGANIC ANION TRANSPORT,GOBP,GO:0043252,1.619883726,0,0,1.933851241,0,0,0,0,0,0,0,0,0,0
CELL DEATH IN RESPONSE TO OXIDATIVE STRESS,GOBP,GO:0036473,0,0,0,0,0,0,0,0,0,0,0,1.546137387,2.261148627,0
ATP-DEPENDENT CHROMATIN REMODELING,GOBP,GO:0043044,0,0,0,0,0,0,0,0,0,0,0,2.76469011,0,2.504471203
PURINE RIBONUCLEOSIDE METABOLIC PROCESS,GOBP,GO:0046128,0,0,0,0,0,0,0,0,0,0,0,2.473115232,0,2.654059467
RNA LOCALIZATION,GOBP,GO:0006403,0,0,0,0,0,0,1.375878877,0,0,1.581976867,0,0,0,0
REGULATION OF PROTEIN CATABOLIC PROCESS IN THE VACUOLE,GOBP,GO:1904350,0,0,0,0,0,0,0,0,1.719477409,0,0,0,1.986901638,0
DENDRITE MORPHOGENESIS,GOBP,GO:0048813,0,1.519173221,0,0,0,0,0,0,0,0,0,5.212508307,0,0
ECTODERMAL PLACODE DEVELOPMENT,GOBP,GO:0071696,0,0,0,0,0,1.575907951,0,0,0,0,0,1.903461208,0,0
POSITIVE REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS,GOBP,GO:0034393,0,0,0,0,0,1.903869717,0,0,0,1.389026331,0,0,0,0
POSITIVE REGULATION OF RESPONSE TO DRUG,GOBP,GO:2001025,0,0,0,0,0,0,0,0,0,0,1.44604961,1.426315884,0,0
INTESTINAL CHOLESTEROL ABSORPTION,GOBP,GO:0030299,1.519126823,0,0,0,0,0,0,0,0,1.532623908,0,0,0,0
CELLULAR RESPONSE TO INTERLEUKIN-2,GOBP,GO:0071352,0,0,0,0,0,0,0,0,2.706227789,1.454708473,0,0,0,0
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I,GOBP,GO:0045943,0,0,0,0,0,0,1.308268648,0,0,0,0,1.546137387,0,0
REGULATION OF DNA RECOMBINATION,GOBP,GO:0000018,0,0,0,0,0,0,0,0,0,0,0,3.152789704,0,3.208537189
ANATOMICAL STRUCTURE MATURATION,GOBP,GO:0071695,0,0,0,0,0,0,0,0,3.399620732,0,0,1.932667959,0,0
NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0048642,0,0,0,0,0,0,0,0,0,0,0,1.903461208,0,1.839772705
HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,GOBP,GO:0048873,0,0,0,0,0,0,0,0,0,0,0,2.017305529,2.109539432,0
NEGATIVE REGULATION OF GLUCONEOGENESIS,GOBP,GO:0045721,0,0,0,0,0,0,0,0,0,0,1.714737417,0,0,1.351268368
POSITIVE REGULATION OF ATP BIOSYNTHETIC PROCESS,GOBP,GO:2001171,0,0,0,1.30464155,0,0,0,0,3.036234694,0,0,0,0,0
THYMUS DEVELOPMENT,GOBP,GO:0048538,0,0,0,0,0,0,0,0,4.299319982,0,0,2.11050969,0,0
DETECTION OF MECHANICAL STIMULUS,GOBP,GO:0050982,0,0,0,0,0,0,0,0,0,0,0,1.406813309,0,1.867385964
NEGATIVE REGULATION OF GENE SILENCING,GOBP,GO:0060969,0,0,0,0,0,0,0,0,0,0,0,1.851704274,0,2.214569576
NUCLEAR CHROMOSOME SEGREGATION,GOBP,GO:0098813,0,0,0,0,0,0,0,0,0,1.521694179,0,0,0,3.949520438
VACUOLAR ACIDIFICATION,GOBP,GO:0007035,0,0,0,0,0,0,0,0,0,0,0,3.948957661,2.261148627,0
NEGATIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS,GOBP,GO:2001021,0,0,0,0,0,1.666753862,0,0,0,0,0,2.063848792,0,0
POSITIVE REGULATION OF KERATINOCYTE DIFFERENTIATION,GOBP,GO:0045618,0,0,0,0,0,0,0,0,3.268272212,0,0,2.754004736,0,0
NEGATIVE REGULATION OF INTERLEUKIN-10 PRODUCTION,GOBP,GO:0032693,0,0,0,0,0,0,0,0,2.111565225,0,0,0,0,3.412504955
CELLULAR RESPONSE TO FORSKOLIN,GOBP,GO:1904322,0,0,0,0,0,0,0,2.048006306,2.955329508,0,0,0,0,0
POSITIVE REGULATION BY HOST OF VIRAL PROCESS,GOBP,GO:0044794,0,0,0,0,1.358572902,0,0,0,0,0,0,2.333175047,0,0
PYRIMIDINE NUCLEOSIDE BIOSYNTHETIC PROCESS,GOBP,GO:0046134,0,0,0,0,0,0,0,0,0,0,0,4.101313403,0,3.719389053
PYRIMIDINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,GOBP,GO:0009208,0,0,0,0,0,0,0,0,0,0,0,3.69588689,0,4.786947899
NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY,GOBP,GO:0051895,0,1.75483421,0,0,0,0,0,0,4.481998302,0,0,0,0,0
REGULATION OF SKELETAL MUSCLE CONTRACTION,GOBP,GO:0014819,0,0,0,0,0,0,0,0,0,0,0,1.407908195,0,1.498720933
NUCLEOSIDE METABOLIC PROCESS,GOBP,GO:0009116,0,0,0,0,0,0,0,0,0,0,0,2.848692326,0,2.089979907
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0060766,0,0,0,0,0,0,0,0,1.382635075,0,0,0,1.641491093,0
CARTILAGE CONDENSATION,GOBP,GO:0001502,0,0,0,0,0,0,0,0,0,0,1.627475928,0,1.406340997,0
RESPONSE TO ANESTHETIC,GOBP,GO:0072347,0,0,0,0,0,0,0,0,0,0,0,3.288142799,0,1.44303248
RESPONSE TO GONADOTROPIN,GOBP,GO:0034698,0,0,0,0,0,0,0,0,0,0,1.478880437,1.484515645,0,0
RESPONSE TO LEPTIN,GOBP,GO:0044321,0,0,0,0,0,0,0,0,2.772625744,0,0,2.951000424,0,0
INTERLEUKIN-2-MEDIATED SIGNALING PATHWAY,GOBP,GO:0038110,0,0,0,0,0,0,0,0,2.824100603,1.491864274,0,0,0,0
MITOTIC METAPHASE PLATE CONGRESSION,GOBP,GO:0007080,1.554456008,0,0,0,0,0,0,0,0,0,0,0,0,1.808398601
MYELOID DENDRITIC CELL ACTIVATION,GOBP,GO:0001773,0,0,0,1.326340231,0,0,0,0,0,0,0,2.170008383,0,0
ENDOCRINE SYSTEM DEVELOPMENT,GOBP,GO:0035270,0,0,0,0,4.01455624,0,0,0,0,0,0,3.607352078,0,0
POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS,GOBP,GO:0071624,0,0,0,0,0,0,0,0,4.676102346,0,0,0,0,1.855537309
GANGLION DEVELOPMENT,GOBP,GO:0061548,0,0,0,0,0,0,0,0,2.328646819,2.993235873,0,0,0,0
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION,GOBP,GO:0032720,0,0,0,0,0,0,0,0,0,0,1.528802164,3.283520335,0,0
POSITIVE REGULATION OF CHOLESTEROL EFFLUX,GOBP,GO:0010875,0,0,0,0,0,0,0,0,1.98803295,0,0,0,1.367339758,0
EXOCYTIC PROCESS,GOBP,GO:0140029,0,0,0,0,0,0,0,0,1.332472213,0,0,0,1.778035561,0
AMYLOID-BETA METABOLIC PROCESS,GOBP,GO:0050435,0,0,0,0,0,0,0,0,3.083723215,0,0,1.75512561,0,0
POSITIVE REGULATION OF INTERLEUKIN-17 PRODUCTION,GOBP,GO:0032740,0,0,0,0,0,0,0,0,2.919803366,0,1.549404454,0,0,0
RESPONSE TO FORSKOLIN,GOBP,GO:1904321,0,0,0,0,0,0,0,2.048006306,2.955329508,0,0,0,0,0
FACIAL NERVE DEVELOPMENT,GOBP,GO:0021561,0,0,0,0,0,0,1.699225906,0,0,1.532623908,0,0,0,0
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION",GOBP,GO:0036037,0,0,0,0,0,1.459798875,2.482881438,0,0,0,0,0,0,0
PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX ASSEMBLY,GOBP,GO:0070071,0,0,0,0,0,0,0,0,0,0,0,2.333175047,0,3.96798752
REGULATION OF DNA REPLICATION,GOBP,GO:0006275,0,0,0,0,0,0,0,0,0,0,0,6.240030624,0,7.790518154
ESTROUS CYCLE,GOBP,GO:0044849,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875
