"","GOID","cluster","ChangCTLvsMDD_ACC_Female","ChangCTLvsMDD_ACC_Male","ChangCTLvsMDD_DLPFC_Female","ChangCTLvsMDD_DLPFC_Male","Female.Anterior.Insula","Female.BA8.9","Female.BA11","Female.BA25","Female.Nac","Female.Subic","Male.Anterior.Insula","Male.BA8.9","Male.BA11","Male.BA25","Male.Nac","Male.Subic","female_ancg","female_dlpfc","female_nacc","male_ancg","male_dlpfc","male_nacc","ClusterTheme","UserTheme","pVal","TERM"
"4554","GO:0071377",301,0,0,2.195050448,0,0,0,0,0,0,0,0,0,0,1.537643247,0,0,0,0,0,0,1.345542321,1.31690125,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to glucagon stimulus"
"4555","GO:0071378",34,1.324214174,2.505884824,5.970485258,1.459679668,0,1.802345988,0,0,0,1.900938424,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to growth hormone stimulus"
"4556","GO:0071379",301,0,0,1.758830626,1.49916796,0,3.108567619,0,0,0,0,0,0,1.966415769,2.868945802,4.18579178,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to prostaglandin stimulus"
"4557","GO:0071380",301,0,0,2.112831376,1.736773272,0,2.087689951,0,0,0,0,0,0,0,3.376110546,2.802496723,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to prostaglandin E stimulus"
"4558","GO:0071383",301,2.066078033,3.792368552,3.865035816,2.465178349,0,0,0,0,0,0,0,0,0,3.740283481,0,0,0,0,0,5.925056257,4.990738633,3.326217548,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to steroid hormone stimulus"
"4559","GO:0071384",301,1.746721631,0,1.583978628,0,0,0,0,0,0,0,0,0,0,2.424818662,0,0,0,0,0,4.965710064,6.081434822,2.105385224,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to corticosteroid stimulus"
"4560","GO:0071385",301,1.873979701,0,1.731007025,0,0,0,0,0,0,0,0,0,0,2.616767844,0,0,0,0,0,4.27802489,4.185307317,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to glucocorticoid stimulus"
"4561","GO:0071391",34,0,0,2.031660583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to estrogen stimulus"
"4562","GO:0071392",301,0,0,1.754731041,0,0,0,0,0,0,0,0,0,0,1.92038418,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to estradiol stimulus"
"4563","GO:0071396",34,7.600733492,4.363838897,5.914501788,2.572862616,2.808029843,3.390638962,4.977167632,2.428520203,0,1.831263703,0,4.21492682,0,10.89547069,0,0,3.30387625,1.979935678,2.180109477,10.04853962,11.02816356,9.924284535,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to lipid"
"4564","GO:0071397",34,0,0,0,0,0,2.032317271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to cholesterol"
"4565","GO:0071398",34,0,0,2.495748493,1.435637755,0,1.914497465,1.754462101,0,0,0,0,0,0,2.743008476,2.937995371,0,0,0,0,1.861602514,4.325101906,2.325745949,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to fatty acid"
"4566","GO:0071402",301,2.884064603,0,0,0,0,0,0,3.050597632,0,1.633095614,0,1.39901794,1.656822248,3.162927341,0,0,0,0,0,0,0,2.202368037,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to lipoprotein particle stimulus"
"4567","GO:0071404",301,2.435377629,0,0,0,0,0,0,0,0,0,0,0,2.009923907,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to low-density lipoprotein particle stimulus"
"4568","GO:0071407",34,5.077481908,8.096780346,9.69390493,6.879465367,3.11536042,3.286692841,1.465825032,0,0,1.662760586,0,3.653069838,0,7.109207515,0,0,3.154960215,1.677435378,3.125875016,8.63377608,7.727002793,5.547014779,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to organic cyclic compound"
"4569","GO:0071415",301,0,0,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to purine-containing compound"
"4570","GO:0071427",73,0,0,1.475236198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ribonucleoprotein complex","rna granules",0.983395525816952,"mRNA-containing ribonucleoprotein complex export from nucleus"
"4571","GO:0071450",34,0,0,0,0,0,0,0,0,0,0,0,1.942975221,0,3.376110546,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to oxygen radical"
"4572","GO:0071451",34,0,0,0,0,0,0,0,0,0,0,0,1.942975221,0,3.376110546,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to superoxide"
"4573","GO:0071453",34,0,4.964209433,9.590156621,3.680860145,1.763444188,3.111603765,9.967893377,1.892711759,1.574727757,0,0,4.653029989,2.823816747,17.39080705,0,0,0,0,2.154614928,7.306432793,4.099103035,7.703007718,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to oxygen levels"
"4574","GO:0071456",34,0,4.147226728,7.922684768,3.520253158,1.954059081,2.129973939,9.869771696,2.123044594,0,0,0,3.678885332,1.793022357,14.58415387,0,0,0,0,1.539119116,3.893887336,3.233421883,7.64492564,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to hypoxia"
"4575","GO:0071459",320,0,0,1.700821115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.783940578,0,0,0,0,"specific location","specific location",9.00084739193889e-05,"protein localization to chromosome, centromeric region"
"4576","GO:0071466",34,0,0,1.619304451,0,1.323614997,0,0,0,0,0,0,0,0,1.928529093,0,0,0,0,0,1.898049401,0,1.577826383,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to xenobiotic stimulus"
"4577","GO:0071467",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509476595,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to pH"
"4578","GO:0071468",34,0,0,1.36819058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to acidic pH"
"4579","GO:0071470",34,0,0,2.741052168,0,0,0,2.336510821,1.729961829,3.938744691,1.553038343,0,1.321284661,1.57656667,2.10083173,0,0,0,0,0,2.617578521,3.173526608,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to osmotic stress"
"4580","GO:0071474",301,0,0,0,0,1.339638599,0,0,0,2.569398576,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular hyperosmotic response"
"4581","GO:0071478",34,0,3.740561457,5.149001183,2.512375845,1.329786157,2.280296598,2.61900972,0,0,2.533556242,0,1.927657224,0,2.393207493,1.508515357,2.077076534,0,1.919175681,0,0,4.167288659,2.707543213,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to radiation"
"4582","GO:0071479",34,0,2.698130586,5.908939242,0,1.455020522,3.544383122,1.536406118,0,0,1.828701269,0,1.497679248,0,1.690359527,2.697073261,1.463066783,0,3.505733552,0,0,4.850808721,3.765180268,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to ionizing radiation"
"4583","GO:0071480",34,0,0,1.371497004,0,0,1.56528368,1.454721914,0,0,2.822010167,0,0,0,1.496330601,0,0,0,2.042028359,0,1.877843678,2.289891855,2.24562831,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to gamma radiation"
"4584","GO:0071481",34,0,2.076285127,2.646430813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176860275,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to X-ray"
"4585","GO:0071482",34,0,1.587626434,1.334910149,2.871453409,0,0,1.447096488,0,0,0,0,0,0,1.561213827,0,0,0,0,0,0,1.786517036,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to light stimulus"
"4586","GO:0071496",34,3.050881537,2.78895156,15.40447458,4.386854161,2.885778868,6.01866767,7.395432872,5.44690259,2.152098551,1.594074092,0,7.162418848,0,8.883993284,0,0,2.064242168,2.017097504,3.5784397,11.83135778,11.50089534,13.65748608,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to external stimulus"
"4587","GO:0071498",34,0,0,2.031660583,1.68278269,2.604982571,0,0,0,0,0,0,0,0,0,0,0,2.127556234,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to fluid shear stress"
"4588","GO:0071514",383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896175437,2.287139778,0,0,0,0,"individual cells","lipid storage",1.89765737055276e-20,"genetic imprinting"
"4589","GO:0071526",299,0,0,0,0,0,0,0,0,1.459711543,0,0,0,0,0,0,0,0,0,0,0,0,0,"e.g transcription","molecular signals",1.53646959047478e-10,"semaphorin-plexin signaling pathway"
"4590","GO:0071539",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171377862,0,1.444362831,"specific location","specific location",9.00084739193889e-05,"protein localization to centrosome"
"4591","GO:0071542",47,0,0,0,0,0,0,0,0,0,0,0,0,1.629093843,1.418925598,0,0,1.600790183,0,0,1.795999454,0,2.160772144,"differentiation includes","glial cells",0.58184606348732,"dopaminergic neuron differentiation"
"4592","GO:0071548",301,0,0,1.675636911,0,0,0,0,0,0,0,0,0,0,1.839285597,0,0,0,0,0,2.341637638,5.128775273,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"response to dexamethasone"
"4593","GO:0071549",301,0,0,1.332896642,0,0,0,0,0,0,0,0,0,0,1.456800138,0,0,0,0,0,2.779472798,3.340797165,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to dexamethasone stimulus"
"4594","GO:0071556",100,0,0,0,0,0,0,0,0,0,2.777181658,0,0,0,0,0,0,0,0,0,0,0,0,"membrane consisting","membrane consisting",0.970969927756965,"integral component of lumenal side of endoplasmic reticulum membrane"
"4595","GO:0071559",301,8.783494582,8.017554935,13.23571637,6.349412403,3.975544639,1.786587562,1.557042861,2.385898043,2.754486003,4.282975126,2.081593532,4.157815672,8.237570229,6.960972107,0,0,3.441105748,1.304162161,1.701994074,7.521915889,6.035660638,4.298530884,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"response to transforming growth factor beta"
"4596","GO:0071560",301,9.041749068,8.245242152,13.65767785,4.922727676,4.067006851,1.851726192,1.619425345,2.456468462,2.838863306,4.40087263,2.138882382,4.286601415,8.426328558,7.217266739,0,0,3.541770111,1.344838205,1.745522218,7.758960364,6.213209021,4.439755484,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to transforming growth factor beta stimulus"
"4597","GO:0071564",144,0,1.918080242,3.600341182,0,0,0,0,0,0,0,0,2.135252503,2.40759029,1.458761432,0,0,0,0,0,0,0,0,"protein complex","snf type \ type complex",0.999632706832526,"npBAF complex"
"4598","GO:0071565",144,0,0,3.188862631,0,0,0,0,0,0,0,0,0,5.3137772,0,0,0,0,0,0,1.544039672,0,0,"protein complex","snf type \ type complex",0.999632706832526,"nBAF complex"
"4599","GO:0071599",94,2.933099072,0,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.662977104,1.948783291,0,"specific outcome","mature structure",0.560258831619673,"otic vesicle development"
"4600","GO:0071616",14,0,0,0,0,0,0,1.923552488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sugar esterified","sugar esterified",0.000113454824657885,"acyl-CoA biosynthetic process"
"4601","GO:0071621",339,1.917706987,0,0,0,0,0,0,0,0,0,0,0,0,1.778048478,0,0,0,0,0,0,0,3.142773448,"soluble factor","cytokine chemokine \ soluble factor",1.58354172878802e-06,"granulocyte chemotaxis"
"4602","GO:0071622",385,5.92855585,0,1.348531841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.795154084,1.647081241,0,"mesenchymal cell","cell apoptotic",0.000123190591486199,"regulation of granulocyte chemotaxis"
"4603","GO:0071624",364,5.339342208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.921384614,1.345542321,0,"cell differentiation","cell differentiation",2.59273501034962e-39,"positive regulation of granulocyte chemotaxis"
"4604","GO:0071625",262,0,0,0,0,0,0,0,2.124454207,0,0,0,0,0,1.89121707,0,0,0,0,0,0,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"vocalization behavior"
"4605","GO:0071634",121,1.567050254,0,4.989657492,0,0,0,2.094577326,0,0,0,0,0,0,1.800723705,0,0,0,0,0,2.300691591,0,4.969921924,"lipoprotein particle","kinase activity",4.87953382141943e-27,"regulation of transforming growth factor beta production"
"4606","GO:0071635",246,1.784219635,0,3.600341182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tolerance induction","directed movement",0.0403586659534742,"negative regulation of transforming growth factor beta production"
"4607","GO:0071636",121,0,1.451733771,1.700821115,0,0,0,1.689094414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.607892661,"lipoprotein particle","kinase activity",4.87953382141943e-27,"positive regulation of transforming growth factor beta production"
"4608","GO:0071637",228,2.435377629,0,0,0,0,1.88634839,0,0,0,1.985530191,0,0,0,0,0,0,0,0,0,0,0,2.737045057,"binding oligomerization \ oligomerization domain","smad proteins",3.91669998285634e-05,"regulation of monocyte chemotactic protein-1 production"
"4609","GO:0071639",228,1.716437377,0,0,0,0,0,0,0,0,2.312500651,0,0,0,0,0,0,0,0,0,0,0,1.918286683,"binding oligomerization \ oligomerization domain","smad proteins",3.91669998285634e-05,"positive regulation of monocyte chemotactic protein-1 production"
"4610","GO:0071649",294,1.940993924,0,0,0,0,0,0,0,0,0,0,0,0,1.610834755,0,0,0,0,0,0,0,0,"motif ligand","ligand 5 \ motif ligand",0.995669631038434,"regulation of chemokine (C-C motif) ligand 5 production"
"4611","GO:0071674",281,0,1.513389644,0,1.524454956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cell division","cell division",0.0616235731290334,"mononuclear cell migration"
"4612","GO:0071675",357,4.855171848,1.513389644,1.348531841,0,0,0,0,0,2.186157282,0,0,0,0,0,0,0,0,0,0,0,0,1.60577859,"formation arrangement","cell substrate",3.26783241156781e-21,"regulation of mononuclear cell migration"
"4613","GO:0071677",364,3.134831644,2.286177072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cell differentiation","cell differentiation",2.59273501034962e-39,"positive regulation of mononuclear cell migration"
"4614","GO:0071679",307,0,0,2.401321715,1.926385986,0,0,0,0,0,0,0,0,0,0,1.33212724,0,0,0,0,0,2.017736023,1.987104598,"growth cone","repulsive cues",0.0571098600382779,"commissural neuron axon guidance"
"4615","GO:0071682",238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547305572,0,"volume enclosed","smooth er",0.618368987091233,"endocytic vesicle lumen"
"4616","GO:0071695",81,1.745858392,0,1.631670605,1.509455479,0,0,1.98786058,2.042809471,0,0,0,0,0,0,0,0,1.716094264,1.581774532,0,0,0,0,"morphogenetic shape \ process independent","morphogenetic shape \ process independent",0.257040159202661,"anatomical structure maturation"
"4617","GO:0071696",190,0,0,1.518553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mature structure","mature structure \ specific outcome",2.27103936795785e-12,"ectodermal placode development"
"4618","GO:0071697",298,0,0,1.518553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"anatomical structures","anatomical structures",0.00566412505796602,"ectodermal placode morphogenesis"
"4619","GO:0071709",52,0,0,1.931141453,0,0,0,0,0,0,0,0,0,0,0,0,0,2.645141229,0,2.23137969,0,0,0,"aggregation arrangement","aggregation arrangement",0.00243255257745213,"membrane assembly"
"4620","GO:0071711",178,0,0,0,0,0,2.768116984,0,0,0,0,0,0,0,0,0,0,1.718129661,0,2.408947151,0,0,1.346650004,"assembly arrangement","assembly arrangement",6.43690122213396e-12,"basement membrane organization"
"4621","GO:0071712",367,0,0,0,1.857850952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"residues polyadenylation","constituent macromolecules \ macromolecules assembly",0.339847289495565,"ER-associated misfolded protein catabolic process"
"4622","GO:0071715",316,0,0,0,0,0,1.38637073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",0.0236343597743778,"icosanoid transport"
"4623","GO:0071723",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886564955,0,0,"compound consisting","compound consisting",0.716194722005193,"lipopeptide binding"
"4624","GO:0071731",34,0,0,0,2.646665772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50571656,2.782668877,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"response to nitric oxide"
"4625","GO:0071732",34,0,0,0,2.956914547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.660957802,3.094807737,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to nitric oxide"
"4626","GO:0071772",34,7.262082294,5.113044356,1.315732299,4.265140828,5.283515344,1.953287175,0,1.619955257,3.037989624,12.11458815,1.941949983,0,1.410887578,4.64865233,0,0,2.12246585,0,0,2.832663238,1.507304574,3.629970505,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"response to BMP"
"4627","GO:0071773",34,7.262082294,5.113044356,1.315732299,4.265140828,5.283515344,1.953287175,0,1.619955257,3.037989624,12.11458815,1.941949983,0,1.410887578,4.64865233,0,0,2.12246585,0,0,2.832663238,1.507304574,3.629970505,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"cellular response to BMP stimulus"
"4628","GO:0071774",301,6.287286535,3.620610003,12.03986131,2.240049394,0,2.37188592,1.470483589,3.951647514,0,1.832566253,0,8.293962709,5.420732072,9.270540611,0,1.787931377,3.423363113,0,2.085908584,5.16689327,4.814306408,6.477250994,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"response to fibroblast growth factor"
"4629","GO:0071782",35,0,0,0,0,0,0,0,0,1.848788225,0,0,0,0,0,0,0,0,0,0,0,0,0,"endoplasmic reticulum","endoplasmic reticulum",0.0897134698092715,"endoplasmic reticulum tubular network"
"4630","GO:0071801",143,2.933099072,0,2.296424569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340697389,0,1.948783291,0,"chromatin silencing","centrosome duplication \ sister chromatid",2.40338791844792e-09,"regulation of podosome assembly"
"4631","GO:0071803",143,0,0,1.518553728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452346454,0,0,0,"chromatin silencing","centrosome duplication \ sister chromatid",2.40338791844792e-09,"positive regulation of podosome assembly"
"4632","GO:0071806",302,0,0,1.380980193,0,0,0,1.451839692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",0.0972544652471781,"protein transmembrane transport"
"4633","GO:0071813",260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.289891855,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"lipoprotein particle binding"
"4634","GO:0071814",260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.289891855,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"protein-lipid complex binding"
"4635","GO:0071824",351,0,0,1.441583409,0,0,0,2.396547953,0,0,0,0,2.297906996,2.053745819,1.488326003,0,0,0,0,0,0,0,0,"macromolecular structure","component monomers \ compounds composed",1.06029602942847e-11,"protein-DNA complex subunit organization"
"4636","GO:0071826",351,0,0,0,0,0,0,2.860562242,0,0,0,0,0,0,1.311305872,0,0,0,0,0,0,0,0,"macromolecular structure","component monomers \ compounds composed",1.06029602942847e-11,"ribonucleoprotein complex subunit organization"
"4637","GO:0071850",329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.470001134,2.778227519,2.497936593,1.721692896,0,"cell cycle","cell cycle",0.00821105154592137,"mitotic cell cycle arrest"
"4638","GO:0071855",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431960704,0,0,0,0,0,"hormone receptor","ionotropic glutamate",0.0328376310899369,"neuropeptide receptor binding"
"4639","GO:0071867",34,0,0,2.455456748,1.823219251,0,1.342570263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",2.08250416776334e-44,"response to monoamine"
"4640","GO:0071868",301,0,0,2.679667496,1.958934761,0,1.433088905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to monoamine stimulus"
"4641","GO:0071869",301,0,0,2.455456748,1.823219251,0,1.342570263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"response to catecholamine"
"4642","GO:0071870",301,0,0,2.679667496,1.958934761,0,1.433088905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to catecholamine stimulus"
"4643","GO:0071871",301,0,0,2.112831376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"response to epinephrine"
"4644","GO:0071872",301,0,0,2.401321715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",1.49137463390722e-14,"cellular response to epinephrine stimulus"
"4645","GO:0071875",299,0,2.446762761,0,0,0,0,0,2.043311505,1.886051756,1.861859138,0,2.767184479,0,2.707171119,0,0,0,0,0,0,0,1.480179723,"e.g transcription","molecular signals",1.53646959047478e-10,"adrenergic receptor signaling pathway"
"4646","GO:0071880",271,1.362966219,2.568281339,0,0,0,0,0,2.124454207,1.966415769,1.942089178,0,2.890796628,0,2.868945802,0,0,0,0,0,0,0,1.557642381,"adenylate cyclase","threonine kinase",0.00641284764324364,"adenylate cyclase-activating adrenergic receptor signaling pathway"
"4647","GO:0071887",76,0,0,0,0,0,0,0,0,0,0,0,1.486412258,0,0,0,0,0,0,0,0,0,2.337661791,"apoptotic process","apoptotic process",0.071241974646006,"leukocyte apoptotic process"
"4648","GO:0071889",180,0,0,0,0,2.03647123,0,0,2.964794744,0,0,0,2.333399308,0,5.042879303,0,0,0,0,2.258403933,1.757456588,2.16454119,2.120727294,"double stranded","14 3",0.00518025710108708,"14-3-3 protein binding"
"4649","GO:0071897",53,0,0,0,0,1.766317656,0,2.832199905,0,0,0,0,0,1.862465211,1.578954509,1.957234532,0,0,0,0,3.626559899,0,1.739170803,"5 diphosphate \ 5 triphosphate","5 triphosphate",0.789738480012118,"DNA biosynthetic process"
"4650","GO:0071901",121,6.317379805,6.243062799,13.18029516,8.099468643,11.76714766,10.50873542,5.722760999,10.00351779,11.38578122,8.900589105,3.233904283,3.888869066,5.85088024,8.071069609,2.676967083,4.392230896,7.7783496,6.288425409,1.888792102,6.813073219,6.800024441,7.548028891,"lipoprotein particle","kinase activity",4.87953382141943e-27,"negative regulation of protein serine/threonine kinase activity"
"4651","GO:0071902",121,18.16424175,19.55548279,28.47548959,7.857344749,8.239800853,17.11896927,9.274923369,8.215506425,8.798304163,5.387684721,6.049782702,20.16967744,14.54289386,39.1225379,6.067256941,5.447081571,6.112973702,8.700056047,2.144617877,18.98955584,14.54461899,21.76279461,"lipoprotein particle","kinase activity",4.87953382141943e-27,"positive regulation of protein serine/threonine kinase activity"
"4652","GO:0071985",289,0,0,0,0,0,0,2.125989993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trans golgi","target membrane",0.00386606302019196,"multivesicular body sorting pathway"
