,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
LONG-TERM SYNAPTIC POTENTIATION,GOBP,GO:0060291,0,0,0,0,0,0,1.860734988,0,0,0,0,0,0,0
NEGATIVE REGULATION OF MULTICELLULAR ORGANISM GROWTH,GOBP,GO:0040015,0,0,0,1.441249325,0,0,0,0,0,0,0,0,0,0
HOMOLOGOUS CHROMOSOME SEGREGATION,GOBP,GO:0045143,0,0,0,0,0,0,0,1.368756841,0,0,0,0,0,0
HORMONE BIOSYNTHETIC PROCESS,GOBP,GO:0042446,0,0,0,0,0,0,0,0,0,0,0,2.391664321,0,0
POSITIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING,GOBP,GO:0060148,0,0,0,0,0,0,0,0,0,0,0,1.688777174,0,0
SOMATIC STEM CELL POPULATION MAINTENANCE,GOBP,GO:0035019,0,0,0,0,0,1.742267699,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF RESPONSE TO OXIDATIVE STRESS,GOBP,GO:1902883,0,0,0,0,0,0,0,0,0,0,1.347585834,0,0,0
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS,GOBP,GO:0097006,0,0,0,0,0,0,0,0,0,1.475731421,0,0,0,0
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY,GOBP,GO:0002704,0,0,0,1.742114479,0,0,0,0,0,0,0,0,0,0
GOLGI TO LYSOSOME TRANSPORT,GOBP,GO:0090160,0,0,0,0,0,0,0,0,2.46840759,0,0,0,0,0
PRESYNAPTIC ENDOCYTOSIS,GOBP,GO:0140238,0,0,0,0,0,0,0,0,1.353339566,0,0,0,0,0
HEMATOPOIETIC STEM CELL DIFFERENTIATION,GOBP,GO:0060218,0,0,0,2.866204355,0,0,0,0,0,0,0,0,0,0
AMP METABOLIC PROCESS,GOBP,GO:0046033,0,2.3459049,0,0,0,0,0,0,0,0,0,0,0,0
CELLULAR POLYSACCHARIDE CATABOLIC PROCESS,GOBP,GO:0044247,0,0,0,0,0,0,0,0,0,0,1.421179696,0,0,0
CONVERGENT EXTENSION,GOBP,GO:0060026,0,0,0,1.329661122,0,0,0,0,0,0,0,0,0,0
RESPONSE TO MUSCLE ACTIVITY,GOBP,GO:0014850,0,0,0,0,0,0,0,0,0,0,0,1.546741542,0,0
POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY,GOBP,GO:2000786,0,0,0,0,0,1.369069922,0,0,0,0,0,0,0,0
DSRNA PROCESSING,GOBP,GO:0031050,0,0,0,0,2.194223128,0,0,0,0,0,0,0,0,0
REGULATION OF ESTABLISHMENT OF CELL POLARITY,GOBP,GO:2000114,0,0,0,0,0,2.467889119,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY,GOBP,GO:2000273,0,0,0,0,0,0,0,2.774579872,0,0,0,0,0,0
UMP METABOLIC PROCESS,GOBP,GO:0046049,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
CELL AGGREGATION,GOBP,GO:0098743,0,0,0,0,0,2.508166347,0,0,0,0,0,0,0,0
SULFUR AMINO ACID METABOLIC PROCESS,GOBP,GO:0000096,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067907064
MONOVALENT INORGANIC CATION TRANSPORT,GOBP,GO:0015672,0,0,0,0,0,0,0,0,1.773493029,0,0,0,0,0
PRE-MIRNA PROCESSING,GOBP,GO:0031054,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
REGULATION OF INTERLEUKIN-5 PRODUCTION,GOBP,GO:0032674,0,0,0,2.613816693,0,0,0,0,0,0,0,0,0,0
LIPOPROTEIN CATABOLIC PROCESS,GOBP,GO:0042159,0,0,0,0,0,0,0,0,0,0,0,0,0,1.955527221
L-ASPARTATE TRANSMEMBRANE TRANSPORT,GOBP,GO:0070778,0,0,0,0,0,0,0,0,0,1.384557981,0,0,0,0
REGULATION OF OSTEOCLAST DIFFERENTIATION,GOBP,GO:0045670,0,0,0,1.633331414,0,0,0,0,0,0,0,0,0,0
CHEMOKINE-MEDIATED SIGNALING PATHWAY,GOBP,GO:0070098,0,0,0,0,1.474680433,0,0,0,0,0,0,0,0,0
CALCIUM ION-REGULATED EXOCYTOSIS OF NEUROTRANSMITTER,GOBP,GO:0048791,0,0,0,0,0,0,0,0,0,1.425134703,0,0,0,0
SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS,GOBP,GO:0016447,0,0,0,0,0,0,0,2.15683714,0,0,0,0,0,0
PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS,GOBP,GO:0046337,0,0,0,0,0,0,0,0,0,0,0,0,2.18501323,0
PERICARDIUM DEVELOPMENT,GOBP,GO:0060039,0,0,0,0,2.624852403,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,GOBP,GO:1905332,0,0,0,2.04235965,0,0,0,0,0,0,0,0,0,0
INTRACILIARY TRANSPORT,GOBP,GO:0042073,0,0,0,0,0,1.726667183,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF WOUND HEALING,GOBP,GO:0061045,0,0,0,0,0,0,0,0,1.657883113,0,0,0,0,0
NEGATIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS,GOBP,GO:0045717,0,0,0,0,0,0,0,0,0,0,0,0,0,2.042143824
REGULATION OF THYMOCYTE APOPTOTIC PROCESS,GOBP,GO:0070243,0,0,0,1.400642145,0,0,0,0,0,0,0,0,0,0
NUCLEOSIDE BIOSYNTHETIC PROCESS,GOBP,GO:0009163,0,0,0,0,0,0,0,0,0,0,0,1.910945724,0,0
STEROL HOMEOSTASIS,GOBP,GO:0055092,0,0,0,0,0,0,0,0,0,1.405126178,0,0,0,0
POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS,GOBP,GO:0010759,0,2.395466476,0,0,0,0,0,0,0,0,0,0,0,0
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION,GOBP,GO:0046856,0,0,0,0,0,0,0,0,0,0,0,0,1.443979584,0
PROTEIN DESTABILIZATION,GOBP,GO:0031648,0,0,0,0,0,0,1.823110242,0,0,0,0,0,0,0
REGULATION OF WOUND HEALING,GOBP,GO:0061041,0,0,0,0,0,0,0,0,2.728153694,0,0,0,0,0
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,GOBP,GO:2001243,0,0,0,0,0,0,0,0,0,0,0,0,1.600709766,0
MUSCLE HYPERTROPHY IN RESPONSE TO STRESS,GOBP,GO:0003299,0,0,0,0,0,0,0,0,0,0,0,2.043878398,0,0
RESPONSE TO PH,GOBP,GO:0009268,0,0,1.709688223,0,0,0,0,0,0,0,0,0,0,0
RIBOSOMAL SMALL SUBUNIT BIOGENESIS,GOBP,GO:0042274,0,0,0,0,0,0,1.410144396,0,0,0,0,0,0,0
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS,GOBP,GO:0043619,0,0,0,3.142884659,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF PROTEIN ACETYLATION,GOBP,GO:1901985,1.919111026,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCLEOSIDE MONOPHOSPHATE PHOSPHORYLATION,GOBP,GO:0046940,0,0,0,1.363638634,0,0,0,0,0,0,0,0,0,0
REGULATION OF HAIR CYCLE,GOBP,GO:0042634,0,0,0,0,0,0,0,0,1.368823753,0,0,0,0,0
"CD4-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT",GOBP,GO:0043373,0,0,0,1.329661122,0,0,0,0,0,0,0,0,0,0
PEPTIDE HORMONE SECRETION,GOBP,GO:0030072,1.686877858,0,0,0,0,0,0,0,0,0,0,0,0,0
MITOTIC DNA INTEGRITY CHECKPOINT,GOBP,GO:0044774,0,0,0,0,0,0,0,1.732126028,0,0,0,0,0,0
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,GOBP,GO:0042775,0,0,0,0,0,0,0,0,9.252588421,0,0,0,0,0
"WOUND HEALING, SPREADING OF CELLS",GOBP,GO:0044319,0,3.389093342,0,0,0,0,0,0,0,0,0,0,0,0
ENDOCRINE PANCREAS DEVELOPMENT,GOBP,GO:0031018,0,0,0,0,2.120567899,0,0,0,0,0,0,0,0,0
REGULATION OF SYNAPTIC PLASTICITY,GOBP,GO:0048167,0,2.497737339,0,0,0,0,0,0,0,0,0,0,0,0
ACUTE INFLAMMATORY RESPONSE,GOBP,GO:0002526,0,0,1.305373856,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS,GOBP,GO:1905897,0,0,0,0,0,0,0,0,0,0,0,0,2.705244383,0
REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS,GOBP,GO:0045540,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607829877
POSITIVE REGULATION OF ODONTOGENESIS,GOBP,GO:0042482,0,0,0,0,1.406143928,0,0,0,0,0,0,0,0,0
MYELIN MAINTENANCE,GOBP,GO:0043217,0,0,0,0,0,0,0,0,1.984694682,0,0,0,0,0
REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM,GOBP,GO:0070861,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310588154
REGULATION OF T-HELPER 17 TYPE IMMUNE RESPONSE,GOBP,GO:2000316,0,0,0,2.571385493,0,0,0,0,0,0,0,0,0,0
TRNA METHYLATION,GOBP,GO:0030488,0,0,0,0,0,0,0,0,0,0,0,1.592616038,0,0
STRIATED MUSCLE ADAPTATION,GOBP,GO:0014888,0,0,0,0,0,0,0,0,0,0,0,1.991055356,0,0
CELLULAR RESPONSE TO COPPER ION,GOBP,GO:0071280,0,0,1.997310219,0,0,0,0,0,0,0,0,0,0,0
CERAMIDE CATABOLIC PROCESS,GOBP,GO:0046514,0,0,0,0,0,0,0,0,2.624177868,0,0,0,0,0
MUSCLE FIBER DEVELOPMENT,GOBP,GO:0048747,0,0,0,0,0,0,0,0,0,0,1.396022545,0,0,0
CHOLESTEROL BIOSYNTHETIC PROCESS,GOBP,GO:0006695,1.979457819,0,0,0,0,0,0,0,0,0,0,0,0,0
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS,GOBP,GO:0006220,0,0,0,0,0,0,0,0,0,0,0,1.389669153,0,0
MITOTIC G1/S TRANSITION CHECKPOINT,GOBP,GO:0044819,0,0,0,0,0,0,0,1.330590508,0,0,0,0,0,0
TEMPERATURE HOMEOSTASIS,GOBP,GO:0001659,0,2.031415501,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF MYELINATION,GOBP,GO:0031643,0,2.395466476,0,0,0,0,0,0,0,0,0,0,0,0
PRIMARY ALCOHOL METABOLIC PROCESS,GOBP,GO:0034308,0,0,0,0,0,0,0,0,0,0,0,0,1.707038041,0
LUNG ALVEOLUS DEVELOPMENT,GOBP,GO:0048286,0,0,0,0,2.074986021,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF CALCINEURIN-MEDIATED SIGNALING,GOBP,GO:0106057,0,0,0,0,0,0,0,0,0,0,0,1.680442483,0,0
RRNA PROCESSING,GOBP,GO:0006364,0,0,0,0,0,0,0,0,0,0,4.868394598,0,0,0
POSITIVE REGULATION OF WOUND HEALING,GOBP,GO:0090303,0,0,0,0,0,1.536764813,0,0,0,0,0,0,0,0
REGULATION OF PSEUDOPODIUM ASSEMBLY,GOBP,GO:0031272,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
ADENOHYPOPHYSIS DEVELOPMENT,GOBP,GO:0021984,0,0,0,0,1.369130275,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,GOBP,GO:1902548,0,2.630540071,0,0,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002719,0,0,0,2.386889714,0,0,0,0,0,0,0,0,0,0
PROTEIN HETEROOLIGOMERIZATION,GOBP,GO:0051291,0,0,0,0,0,0,2.353374738,0,0,0,0,0,0,0
CELL-CELL FUSION,GOBP,GO:0140253,0,0,0,0,0,0,0,0,1.582566333,0,0,0,0,0
NEGATIVE REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION,GOBP,GO:2000178,0,0,0,0,0,0,0,0,0,0,0,1.328864531,0,0
REGULATION OF ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY,GOBP,GO:0032878,0,0,0,0,0,2.357724248,0,0,0,0,0,0,0,0
REGULATION OF DNA METHYLATION,GOBP,GO:0044030,0,0,0,0,0,0,0,0,0,0,0,0,0,1.399150299
LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE,GOBP,GO:0034383,0,0,0,0,0,0,0,0,0,0,0,1.546741542,0,0
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,GOBP,GO:1904851,0,0,0,0,0,0,0,0,0,0,0,1.488297076,0,0
REGULATION OF MONONUCLEAR CELL PROLIFERATION,GOBP,GO:0032944,0,0,0,0,0,0,1.860944326,0,0,0,0,0,0,0
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,GOBP,GO:0042531,0,0,2.261905625,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF RESPONSE TO WOUNDING,GOBP,GO:1903034,0,0,0,0,0,0,0,0,4.543232941,0,0,0,0,0
"MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)",GOBP,GO:0000463,0,0,0,0,0,0,0,0,0,0,2.700882918,0,0,0
ADRENAL GLAND DEVELOPMENT,GOBP,GO:0030325,0,0,0,0,2.582407649,0,0,0,0,0,0,0,0,0
PROTEIN FOLDING,GOBP,GO:0006457,0,2.717646785,0,0,0,0,0,0,0,0,0,0,0,0
"CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE",GOBP,GO:0002294,0,0,0,2.264413417,0,0,0,0,0,0,0,0,0,0
NUCLEOTIDE TRANSMEMBRANE TRANSPORT,GOBP,GO:1901679,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875626065
LYMPHOCYTE COSTIMULATION,GOBP,GO:0031294,0,0,0,0,1.76745013,0,0,0,0,0,0,0,0,0
RESPONSE TO ISCHEMIA,GOBP,GO:0002931,0,0,0,0,0,0,0,0,0,0,1.967182927,0,0,0
POSITIVE REGULATION OF TORC1 SIGNALING,GOBP,GO:1904263,0,2.3459049,0,0,0,0,0,0,0,0,0,0,0,0
OPTIC NERVE DEVELOPMENT,GOBP,GO:0021554,0,0,0,0,0,0,0,0,0,1.384557981,0,0,0,0
POSITIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY,GOBP,GO:0032516,0,0,0,0,4.232957673,0,0,0,0,0,0,0,0,0
INSULIN SECRETION,GOBP,GO:0030073,2.022431284,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY,GOBP,GO:0051438,0,0,0,0,0,0,0,0,0,0,0,2.701836032,0,0
"BLOOD COAGULATION, INTRINSIC PATHWAY",GOBP,GO:0007597,0,0,0,0,0,0,0,0,0,0,0,1.58104352,0,0
REGULATION OF STEROID HORMONE BIOSYNTHETIC PROCESS,GOBP,GO:0090030,0,0,0,0,3.240169245,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION,GOBP,GO:1903556,0,1.375385353,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY,GOBP,GO:1904872,0,0,0,0,0,0,0,0,0,0,0,1.406231048,0,0
MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT,GOBP,GO:0006851,0,0,0,0,0,0,0,0,0,0,0,1.546741542,0,0
LYMPHOCYTE HOMEOSTASIS,GOBP,GO:0002260,0,0,0,0,0,0,0,0,1.864625711,0,0,0,0,0
POSITIVE REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY,GOBP,GO:0045745,0,1.911144111,0,0,0,0,0,0,0,0,0,0,0,0
ACTIN-MYOSIN FILAMENT SLIDING,GOBP,GO:0033275,0,0,0,0,0,0,0,0,0,0,1.559331023,0,0,0
ENDOCARDIAL CUSHION DEVELOPMENT,GOBP,GO:0003197,0,0,0,0,0,0,0,0,0,0,0,3.6653285,0,0
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,GOBP,GO:0006614,0,0,0,0,0,0,0,0,0,0,7.052496207,0,0,0
RIBONUCLEOSIDE BIOSYNTHETIC PROCESS,GOBP,GO:0042455,0,0,0,0,0,0,0,0,0,0,0,1.387320381,0,0
CELLULAR BIOGENIC AMINE BIOSYNTHETIC PROCESS,GOBP,GO:0042401,0,0,0,0,0,0,0,0,0,0,0,0,0,1.399150299
SYNAPTIC VESICLE ENDOCYTOSIS,GOBP,GO:0048488,0,0,0,0,0,0,0,0,1.353339566,0,0,0,0,0
INTRACELLULAR SIGNAL TRANSDUCTION INVOLVED IN G1 DNA DAMAGE CHECKPOINT,GOBP,GO:1902400,0,0,0,0,0,0,0,1.423116314,0,0,0,0,0,0
REGULATION OF SEQUESTERING OF TRIGLYCERIDE,GOBP,GO:0010889,0,0,0,2.927316101,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF RNA POLYMERASE II TRANSCRIPTIONAL PREINITIATION COMPLEX ASSEMBLY,GOBP,GO:0045899,0,0,0,0,0,0,0,0,0,0,0,0,2.817175453,0
NEGATIVE REGULATION OF HEART GROWTH,GOBP,GO:0061117,0,0,0,0,0,0,0,2.15683714,0,0,0,0,0,0
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH,GOBP,GO:1903204,0,0,0,0,0,0,0,0,0,0,1.421179696,0,0,0
POSITIVE REGULATION OF NEUTROPHIL MIGRATION,GOBP,GO:1902624,0,1.939524759,0,0,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,GOBP,GO:0045668,0,0,0,0,0,0,0,0,2.016962119,0,0,0,0,0
REGULATION OF STEROL BIOSYNTHETIC PROCESS,GOBP,GO:0106118,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607829877
POSITIVE REGULATION OF NEURON APOPTOTIC PROCESS,GOBP,GO:0043525,0,0,0,0,0,0,0,1.497495219,0,0,0,0,0,0
ETHER METABOLIC PROCESS,GOBP,GO:0018904,0,0,0,0,0,0,0,0,1.774576793,0,0,0,0,0
CHYLOMICRON ASSEMBLY,GOBP,GO:0034378,0,0,0,0,0,0,0,0,0,0,0,0,1.549296292,0
VAGINA DEVELOPMENT,GOBP,GO:0060068,0,0,0,0,0,0,1.389780442,0,0,0,0,0,0,0
REGULATION OF MACROPHAGE MIGRATION,GOBP,GO:1905521,0,2.899220434,0,0,0,0,0,0,0,0,0,0,0,0
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION,GOBP,GO:0060122,0,0,0,0,0,0,0,0,0,0,1.757224611,0,0,0
CELLULAR RESPONSE TO TYPE I INTERFERON,GOBP,GO:0071357,0,0,0,0,0,0,0,0,1.31967547,0,0,0,0,0
ANDROGEN BIOSYNTHETIC PROCESS,GOBP,GO:0006702,0,0,0,0,0,0,0,0,0,0,0,1.488297076,0,0
RESPONSE TO COLD,GOBP,GO:0009409,0,2.658243409,0,0,0,0,0,0,0,0,0,0,0,0
CALCIUM ION IMPORT,GOBP,GO:0070509,0,0,0,1.886577596,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF CELL AGING,GOBP,GO:0090344,0,0,0,0,0,0,0,0,0,0,0,2.87644087,0,0
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT",GOBP,GO:0002479,0,0,0,0,0,0,0,0,1.657883113,0,0,0,0,0
ENDOTHELIAL CELL DEVELOPMENT,GOBP,GO:0001885,0,0,1.472274643,0,0,0,0,0,0,0,0,0,0,0
SECONDARY PALATE DEVELOPMENT,GOBP,GO:0062009,0,0,0,0,2.431586739,0,0,0,0,0,0,0,0,0
NEUROTROPHIN TRK RECEPTOR SIGNALING PATHWAY,GOBP,GO:0048011,4.217051556,0,0,0,0,0,0,0,0,0,0,0,0,0
MONOCYTE CHEMOTAXIS,GOBP,GO:0002548,0,0,1.689967123,0,0,0,0,0,0,0,0,0,0,0
VASCULAR SMOOTH MUSCLE CELL DEVELOPMENT,GOBP,GO:0097084,0,0,0,0,0,0,0,0,0,0,0,2.364486149,0,0
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I,GOBP,GO:0042590,0,0,0,0,0,0,0,0,1.536061262,0,0,0,0,0
ADENYLATE CYCLASE-INHIBITING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY,GOBP,GO:0007193,0,0,0,0,0,0,0,0,1.468187335,0,0,0,0,0
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,GOBP,GO:0002700,0,0,0,2.529158644,0,0,0,0,0,0,0,0,0,0
RESPONSE TO SUPEROXIDE,GOBP,GO:0000303,0,0,0,0,0,0,0,0,0,0,0,1.406231048,0,0
REGULATION OF GLIAL CELL APOPTOTIC PROCESS,GOBP,GO:0034350,0,0,0,0,0,0,0,0,1.486691571,0,0,0,0,0
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY,GOBP,GO:1900747,0,2.779082482,0,0,0,0,0,0,0,0,0,0,0,0
NEURON RECOGNITION,GOBP,GO:0008038,0,0,1.633736009,0,0,0,0,0,0,0,0,0,0,0
FATTY-ACYL-COA METABOLIC PROCESS,GOBP,GO:0035337,0,0,0,0,0,0,0,0,0,0,0,1.437623284,0,0
REGULATION OF CARDIAC CONDUCTION,GOBP,GO:1903779,0,0,0,1.538429474,0,0,0,0,0,0,0,0,0,0
INNER EAR AUDITORY RECEPTOR CELL DIFFERENTIATION,GOBP,GO:0042491,0,0,0,0,0,0,0,0,2.023452855,0,0,0,0,0
REGULATION OF LIPID STORAGE,GOBP,GO:0010883,0,0,0,1.80299145,0,0,0,0,0,0,0,0,0,0
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY,GOBP,GO:0070423,0,1.939524759,0,0,0,0,0,0,0,0,0,0,0,0
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE,GOBP,GO:0090150,0,0,0,0,0,0,0,0,0,0,3.50277232,0,0,0
MULTI-ORGANISM BEHAVIOR,GOBP,GO:0051705,0,0,0,2.769647128,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF TRANSPOSITION,GOBP,GO:0010529,0,0,0,0,0,0,0,0,0,0,0,0,1.606635124,0
POSITIVE REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0033008,0,0,0,0,0,0,0,0,0,0,1.689238966,0,0,0
NEGATIVE REGULATION OF INCLUSION BODY ASSEMBLY,GOBP,GO:0090084,0,0,0,0,0,0,0,0,1.407856284,0,0,0,0,0
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,GOBP,GO:0070203,0,0,0,0,0,0,0,0,0,0,0,1.373961739,0,0
LEUKOCYTE MEDIATED CYTOTOXICITY,GOBP,GO:0001909,0,0,0,0,0,0,0,0,0,0,0,0,1.593855252,0
REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,GOBP,GO:0090199,0,0,0,0,0,0,0,0,0,0,0,1.437623284,0,0
PURINE NUCLEOTIDE CATABOLIC PROCESS,GOBP,GO:0006195,0,2.658243409,0,0,0,0,0,0,0,0,0,0,0,0
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST",GOBP,GO:0006977,0,0,0,0,0,0,0,1.437385612,0,0,0,0,0,0
AMINE METABOLIC PROCESS,GOBP,GO:0009308,0,0,0,0,0,0,0,0,0,1.54231073,0,0,0,0
ANTEROGRADE TRANS-SYNAPTIC SIGNALING,GOBP,GO:0098916,0,2.653550187,0,0,0,0,0,0,0,0,0,0,0,0
HEART TRABECULA MORPHOGENESIS,GOBP,GO:0061384,0,0,0,0,0,2.201923675,0,0,0,0,0,0,0,0
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING,GOBP,GO:1900024,0,0,0,0,1.738166124,0,0,0,0,0,0,0,0,0
REGULATION OF PROTEIN PROCESSING,GOBP,GO:0070613,0,0,0,0,0,0,0,0,0,0,0,0,1.912280769,0
ACUTE-PHASE RESPONSE,GOBP,GO:0006953,0,0,1.772138496,0,0,0,0,0,0,0,0,0,0,0
VASODILATION,GOBP,GO:0042311,0,1.73721748,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF NUCLEAR-TRANSCRIBED MRNA POLY(A) TAIL SHORTENING,GOBP,GO:0060213,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136567923
GOLGI LOCALIZATION,GOBP,GO:0051645,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF KERATINOCYTE MIGRATION,GOBP,GO:0051549,0,0,0,1.363638634,0,0,0,0,0,0,0,0,0,0
MEMBRANE DEPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL,GOBP,GO:0086012,0,0,0,0,0,0,0,0,0,0,1.467439367,0,0,0
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION,GOBP,GO:0032272,0,0,0,0,0,1.490425611,0,0,0,0,0,0,0,0
REGULATION OF GENE SILENCING BY MIRNA,GOBP,GO:0060964,0,0,0,0,0,0,0,0,0,0,0,1.65499393,0,0
NEGATIVE REGULATION OF CILIUM ASSEMBLY,GOBP,GO:1902018,0,0,0,0,0,0,0,0,0,0,0,1.78952193,0,0
TRACHEA MORPHOGENESIS,GOBP,GO:0060439,0,0,0,0,0,0,1.389780442,0,0,0,0,0,0,0
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION,GOBP,GO:0071827,0,0,0,0,0,0,0,0,0,1.820964725,0,0,0,0
MAINTENANCE OF PROTEIN LOCATION IN NUCLEUS,GOBP,GO:0051457,0,0,0,0,0,0,0,0,1.549828823,0,0,0,0,0
EMBRYONIC PATTERN SPECIFICATION,GOBP,GO:0009880,0,0,0,0,2.74728233,0,0,0,0,0,0,0,0,0
REGULATION OF EPITHELIAL TUBE FORMATION,GOBP,GO:1905276,0,0,0,2.658539411,0,0,0,0,0,0,0,0,0,0
CILIUM ASSEMBLY,GOBP,GO:0060271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470057161
